x,y,PROVINCE_CODE,MEAN_TEMPERATURE,TOTAL_RAIN,SNOW_ON_GROUND,HEATING_DEGREE_DAYS,DIRECTION_MAX_GUST_FLAG,LOCAL_DATE,MIN_TEMPERATURE,COOLING_DEGREE_DAYS_FLAG,TOTAL_SNOW_FLAG,MAX_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,HEATING_DEGREE_DAYS_FLAG,ID,MIN_REL_HUMIDITY,LOCAL_DAY,MAX_TEMPERATURE,TOTAL_SNOW,COOLING_DEGREE_DAYS,STATION_NAME,MIN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,MEAN_TEMPERATURE_FLAG,SPEED_MAX_GUST_FLAG,TOTAL_RAIN_FLAG,TOTAL_PRECIPITATION_FLAG,MAX_REL_HUMIDITY,LOCAL_YEAR,SNOW_ON_GROUND_FLAG,LOCAL_MONTH,SPEED_MAX_GUST,MAX_REL_HUMIDITY_FLAG,CLIMATE_IDENTIFIER,MIN_REL_HUMIDITY_FLAG
-70.785,46.205,QC,8.4,,,9.6,,2008-05-09 00:00:00,1.2,,M,,0,,7028754.2008.5.9,32,9,15.6,,0,BEAUCEVILLE,,0,,,M,,91,2008,,5,0,,7028754,
-70.785,46.205,QC,8.2,,,9.8,,2008-05-10 00:00:00,1.4,,M,,5,,7028754.2008.5.10,37,10,14.9,,0,BEAUCEVILLE,,0,,,M,,89,2008,,5,32,,7028754,
-70.785,46.205,QC,7.9,,,10.1,,2008-05-11 00:00:00,-0.8,,M,,12,,7028754.2008.5.11,29,11,16.6,,0,BEAUCEVILLE,,0,,,M,,98,2008,,5,33,,7028754,
-70.785,46.205,QC,10.4,,,7.6,,2008-05-12 00:00:00,3.3,,M,,34,,7028754.2008.5.12,23,12,17.5,,0,BEAUCEVILLE,,0,,,M,,77,2008,,5,32,,7028754,
-70.785,46.205,QC,10.7,,,7.3,,2008-05-13 00:00:00,1.5,,M,,0,,7028754.2008.5.13,23,13,19.8,,0,BEAUCEVILLE,,0,,,M,,90,2008,,5,0,,7028754,
-70.785,46.205,QC,12.1,,,5.9,,2008-05-14 00:00:00,1.3,,M,,13,,7028754.2008.5.14,22,14,22.8,,0,BEAUCEVILLE,,0,,,M,,92,2008,,5,32,,7028754,
-70.785,46.205,QC,11,,,7,,2008-05-15 00:00:00,3.5,,M,,0,,7028754.2008.5.15,43,15,18.4,,0,BEAUCEVILLE,,0.6,,,M,,93,2008,,5,0,,7028754,
-70.785,46.205,QC,8.3,,,9.7,,2008-05-16 00:00:00,-0.1,,M,,0,,7028754.2008.5.16,30,16,16.7,,0,BEAUCEVILLE,,0,,,M,,97,2008,,5,0,,7028754,
-70.785,46.205,QC,11,,,7,,2008-05-17 00:00:00,2.9,,M,,0,,7028754.2008.5.17,29,17,19,,0,BEAUCEVILLE,,0,,,M,,89,2008,,5,0,,7028754,
-70.785,46.205,QC,12.3,,,5.7,,2008-05-18 00:00:00,6.1,,M,,31,,7028754.2008.5.18,29,18,18.4,,0,BEAUCEVILLE,,0,,,M,,89,2008,,5,44,,7028754,
-70.785,46.205,QC,9.1,,,8.9,,2008-05-19 00:00:00,6.1,,M,,26,,7028754.2008.5.19,59,19,12.1,,0,BEAUCEVILLE,,1.2,,,M,,92,2008,,5,32,,7028754,
-70.785,46.205,QC,8.3,,,9.7,,2008-05-20 00:00:00,2.5,,M,,27,,7028754.2008.5.20,49,20,14,,0,BEAUCEVILLE,,0.6,,,M,,97,2008,,5,33,,7028754,
-70.785,46.205,QC,8.9,,,9.1,,2008-05-21 00:00:00,2.3,,M,,0,,7028754.2008.5.21,45,21,15.5,,0,BEAUCEVILLE,,9.8,,,M,,98,2008,,5,0,,7028754,
-70.785,46.205,QC,7.9,,,10.1,,2008-05-22 00:00:00,5.2,,M,,0,,7028754.2008.5.22,72,22,10.6,,0,BEAUCEVILLE,,2.2,,,M,,97,2008,,5,0,,7028754,
-70.785,46.205,QC,9.5,,,8.5,,2008-05-23 00:00:00,5.3,,M,,1,,7028754.2008.5.23,61,23,13.7,,0,BEAUCEVILLE,,0.6,,,M,,95,2008,,5,46,,7028754,
-70.785,46.205,QC,10.4,,,7.6,,2008-05-24 00:00:00,3.6,,M,,30,,7028754.2008.5.24,34,24,17.1,,0,BEAUCEVILLE,,0.4,,,M,,90,2008,,5,33,,7028754,
-70.785,46.205,QC,10.8,,,7.2,,2008-05-25 00:00:00,0.2,,M,,0,,7028754.2008.5.25,25,25,21.3,,0,BEAUCEVILLE,,0,,,M,,95,2008,,5,0,,7028754,
-70.785,46.205,QC,12.9,,,5.1,,2008-05-26 00:00:00,10.4,,M,,0,,7028754.2008.5.26,46,26,15.3,,0,BEAUCEVILLE,,4.8,,,M,,95,2008,,5,0,,7028754,
-70.785,46.205,QC,,,,,,2008-05-27 00:00:00,12.4,M,M,M,0,M,7028754.2008.5.27,,27,,,,BEAUCEVILLE,E,,M,,M,M,,2008,,5,0,,7028754,
-70.785,46.205,QC,8,,,10,,2008-05-28 00:00:00,2.3,,M,,0,,7028754.2008.5.28,,28,13.7,,0,BEAUCEVILLE,,,,,M,M,,2008,,5,0,,7028754,
-70.785,46.205,QC,10.7,,,7.3,,2008-05-29 00:00:00,4.1,,M,,27,,7028754.2008.5.29,26,29,17.3,,0,BEAUCEVILLE,,1,,,M,,76,2008,,5,46,,7028754,
-70.785,46.205,QC,9.8,,,8.2,,2008-05-30 00:00:00,1,,M,,0,,7028754.2008.5.30,23,30,18.6,,0,BEAUCEVILLE,,0,,,M,,85,2008,,5,0,,7028754,
-70.785,46.205,QC,10,,,8,,2008-05-31 00:00:00,7.7,,M,,0,,7028754.2008.5.31,80,31,12.2,,0,BEAUCEVILLE,,8.8,,,M,,97,2008,,5,0,,7028754,
-70.785,46.205,QC,12.6,,,5.4,,2008-06-01 00:00:00,8.9,,M,,0,,7028754.2008.6.1,83,1,16.2,,0,BEAUCEVILLE,,2.2,,,M,,97,2008,,6,0,,7028754,
-70.785,46.205,QC,12.4,,,5.6,,2008-06-02 00:00:00,8.3,,M,,0,,7028754.2008.6.2,63,2,16.5,,0,BEAUCEVILLE,,1.2,,,M,,96,2008,,6,0,,7028754,
-70.785,46.205,QC,11.4,,,6.6,,2008-06-03 00:00:00,5.5,,M,,0,,7028754.2008.6.3,43,3,17.3,,0,BEAUCEVILLE,,2.2,,,M,,98,2008,,6,0,,7028754,
-70.785,46.205,QC,9.6,,,8.4,,2008-06-04 00:00:00,5.3,,M,,0,,7028754.2008.6.4,65,4,13.8,,0,BEAUCEVILLE,,0,,,M,,95,2008,,6,0,,7028754,
-70.785,46.205,QC,15.3,,,2.7,,2008-06-05 00:00:00,7.3,,M,,0,,7028754.2008.6.5,33,5,23.2,,0,BEAUCEVILLE,,0,,,M,,92,2008,,6,0,,7028754,
-70.785,46.205,QC,14.6,,,3.4,,2008-06-06 00:00:00,12.7,,M,,0,,7028754.2008.6.6,76,6,16.4,,0,BEAUCEVILLE,,0,,,M,,97,2008,,6,0,,7028754,
-70.785,46.205,QC,21.7,,,0,,2008-06-07 00:00:00,13.9,,M,,27,,7028754.2008.6.7,47,7,29.4,,3.7,BEAUCEVILLE,,0,,,M,,97,2008,,6,35,,7028754,
-70.785,46.205,QC,23.6,,,0,,2008-06-08 00:00:00,16.7,,M,,29,,7028754.2008.6.8,46,8,30.5,,5.6,BEAUCEVILLE,,25.2,,,M,,98,2008,,6,37,,7028754,
-70.785,46.205,QC,21.5,,,0,,2008-06-09 00:00:00,17.8,,M,,0,,7028754.2008.6.9,62,9,25.2,,3.5,BEAUCEVILLE,,7.6,,,M,,98,2008,,6,0,,7028754,
-70.785,46.205,QC,24,,,0,,2008-06-10 00:00:00,16.6,,M,,23,,7028754.2008.6.10,46,10,31.3,,6,BEAUCEVILLE,,11.6,,,M,,97,2008,,6,43,,7028754,
-70.785,46.205,QC,17.2,,,0.8,,2008-06-11 00:00:00,11.6,,M,,28,,7028754.2008.6.11,52,11,22.7,,0,BEAUCEVILLE,,17.6,,,M,,93,2008,,6,35,,7028754,
-70.785,46.205,QC,12.6,,,5.4,,2008-06-12 00:00:00,5.9,,M,,30,,7028754.2008.6.12,38,12,19.3,,0,BEAUCEVILLE,,0,,,M,,90,2008,,6,35,,7028754,
-70.785,46.205,QC,14,,,4,,2008-06-13 00:00:00,3.3,,M,,0,,7028754.2008.6.13,27,13,24.6,,0,BEAUCEVILLE,,0,,,M,,94,2008,,6,0,,7028754,
-70.785,46.205,QC,18.2,,,0,,2008-06-14 00:00:00,9.6,,M,,0,,7028754.2008.6.14,24,14,26.7,,0.2,BEAUCEVILLE,,0.6,,,M,,91,2008,,6,0,,7028754,
-70.785,46.205,QC,15.6,,,2.4,,2008-06-15 00:00:00,13.1,,M,,0,,7028754.2008.6.15,76,15,18.1,,0,BEAUCEVILLE,,26.8,,,M,,97,2008,,6,0,,7028754,
-70.785,46.205,QC,15.5,,,2.5,,2008-06-16 00:00:00,12.1,,M,,0,,7028754.2008.6.16,82,16,18.9,,0,BEAUCEVILLE,,4.4,,,M,,96,2008,,6,0,,7028754,
-70.785,46.205,QC,16.5,,,1.5,,2008-06-17 00:00:00,13,,M,,0,,7028754.2008.6.17,75,17,19.9,,0,BEAUCEVILLE,,15.2,,,M,,97,2008,,6,0,,7028754,
-70.785,46.205,QC,14.7,,,3.3,,2008-06-18 00:00:00,10.7,,M,,0,,7028754.2008.6.18,64,18,18.7,,0,BEAUCEVILLE,,9.4,,,M,,96,2008,,6,0,,7028754,
-70.785,46.205,QC,14.1,,,3.9,,2008-06-19 00:00:00,10.8,,M,,0,,7028754.2008.6.19,71,19,17.3,,0,BEAUCEVILLE,,22,,,M,,97,2008,,6,0,,7028754,
-70.785,46.205,QC,15.2,,,2.8,,2008-06-20 00:00:00,9.1,,M,,0,,7028754.2008.6.20,48,20,21.3,,0,BEAUCEVILLE,,8.4,,,M,,98,2008,,6,0,,7028754,
-70.785,46.205,QC,16.1,,,1.9,,2008-06-21 00:00:00,10.3,,M,,0,,7028754.2008.6.21,61,21,21.9,,0,BEAUCEVILLE,,2.4,,,M,,97,2008,,6,0,,7028754,
-70.785,46.205,QC,16.2,,,1.8,,2008-06-22 00:00:00,10.8,,M,,24,,7028754.2008.6.22,69,22,21.5,,0,BEAUCEVILLE,,7,,,M,,97,2008,,6,37,,7028754,
-70.785,46.205,QC,16.9,,,1.1,,2008-06-23 00:00:00,11,,M,,0,,7028754.2008.6.23,69,23,22.8,,0,BEAUCEVILLE,,8.2,,,M,,98,2008,,6,0,,7028754,
-70.785,46.205,QC,16.7,,,1.3,,2008-06-24 00:00:00,11.1,,M,,0,,7028754.2008.6.24,54,24,22.3,,0,BEAUCEVILLE,,0,,,M,,98,2008,,6,0,,7028754,
-70.785,46.205,QC,16.2,,,1.8,,2008-06-25 00:00:00,8.1,,M,,0,,7028754.2008.6.25,40,25,24.3,,0,BEAUCEVILLE,,0,,,M,,94,2008,,6,0,,7028754,
-70.785,46.205,QC,18.5,,,0,,2008-06-26 00:00:00,16.1,,M,,0,,7028754.2008.6.26,74,26,20.9,,0.5,BEAUCEVILLE,,0.2,,,M,,96,2008,,6,0,,7028754,
-70.785,46.205,QC,19.9,,,0,,2008-06-27 00:00:00,14.1,,M,,0,,7028754.2008.6.27,48,27,25.7,,1.9,BEAUCEVILLE,,0,,,M,,96,2008,,6,0,,7028754,
-70.785,46.205,QC,17.3,,,0.7,,2008-06-28 00:00:00,14.1,,M,,11,,7028754.2008.6.28,77,28,20.4,,0,BEAUCEVILLE,,22.4,,,M,,97,2008,,6,35,,7028754,
-70.785,46.205,QC,19.7,,,0,,2008-06-29 00:00:00,14.1,,M,,0,,7028754.2008.6.29,69,29,25.2,,1.7,BEAUCEVILLE,,9.8,,,M,,97,2008,,6,0,,7028754,
-70.785,46.205,QC,18.8,,,0,,2008-06-30 00:00:00,13,,M,,0,,7028754.2008.6.30,47,30,24.5,,0.8,BEAUCEVILLE,,10.2,,,M,,98,2008,,6,0,,7028754,
-70.785,46.205,QC,17.8,,,0.2,,2008-07-01 00:00:00,11.2,,M,,0,,7028754.2008.7.1,36,1,24.3,,0,BEAUCEVILLE,,0,,,M,,96,2008,,7,0,,7028754,
-70.785,46.205,QC,17.5,,,0.5,,2008-07-02 00:00:00,8.9,,M,,0,,7028754.2008.7.2,40,2,26.1,,0,BEAUCEVILLE,,0,,,M,,97,2008,,7,0,,7028754,
-70.785,46.205,QC,14.2,,,3.8,,2008-07-03 00:00:00,9.3,,M,,0,,7028754.2008.7.3,74,3,19,,0,BEAUCEVILLE,,10.2,,,M,,96,2008,,7,0,,7028754,
-70.785,46.205,QC,14.7,,,3.3,,2008-07-04 00:00:00,7,,M,,0,,7028754.2008.7.4,38,4,22.3,,0,BEAUCEVILLE,,0,,,M,,98,2008,,7,0,,7028754,
-70.785,46.205,QC,17.4,,,0.6,,2008-07-05 00:00:00,9.3,,M,,19,,7028754.2008.7.5,36,5,25.4,,0,BEAUCEVILLE,,0,,,M,,95,2008,,7,32,,7028754,
-70.785,46.205,QC,18.8,,,0,,2008-07-06 00:00:00,10.6,,M,,0,,7028754.2008.7.6,33,6,26.9,,0.8,BEAUCEVILLE,,0,,,M,,95,2008,,7,0,,7028754,
-70.785,46.205,QC,19.9,,,0,,2008-07-07 00:00:00,10.8,,M,,27,,7028754.2008.7.7,38,7,29,,1.9,BEAUCEVILLE,,0,,,M,,95,2008,,7,33,,7028754,
-70.785,46.205,QC,23.2,,,0,,2008-07-08 00:00:00,15.9,,M,,19,,7028754.2008.7.8,44,8,30.4,,5.2,BEAUCEVILLE,,0,,,M,,95,2008,,7,32,,7028754,
-70.785,46.205,QC,23.2,,,0,,2008-07-09 00:00:00,19,,M,,0,,7028754.2008.7.9,72,9,27.3,,5.2,BEAUCEVILLE,,4.2,,,M,,96,2008,,7,0,,7028754,
-70.785,46.205,QC,17.7,,,0.3,,2008-07-10 00:00:00,12.8,,M,,0,,7028754.2008.7.10,62,10,22.6,,0,BEAUCEVILLE,,0,,,M,,93,2008,,7,0,,7028754,
-70.785,46.205,QC,16.1,,,1.9,,2008-07-11 00:00:00,10.3,,M,,0,,7028754.2008.7.11,42,11,21.8,,0,BEAUCEVILLE,,0,,,M,,93,2008,,7,0,,7028754,
-70.785,46.205,QC,16.6,,,1.4,,2008-07-12 00:00:00,7.4,,M,,0,,7028754.2008.7.12,33,12,25.7,,0,BEAUCEVILLE,,0,,,M,,96,2008,,7,0,,7028754,
-70.785,46.205,QC,20.5,,,0,,2008-07-13 00:00:00,17.1,,M,,14,,7028754.2008.7.13,72,13,23.9,,2.5,BEAUCEVILLE,,10.8,,,M,,96,2008,,7,37,,7028754,
-70.785,46.205,QC,19,,,0,,2008-07-14 00:00:00,14.8,,M,,0,,7028754.2008.7.14,53,14,23.1,,1,BEAUCEVILLE,,2,,,M,,97,2008,,7,0,,7028754,
-70.785,46.205,QC,18.5,,,0,,2008-07-15 00:00:00,13.1,,M,,0,,7028754.2008.7.15,51,15,23.9,,0.5,BEAUCEVILLE,,0,,,M,,95,2008,,7,0,,7028754,
-70.785,46.205,QC,18.7,,,0,,2008-07-16 00:00:00,11.3,,M,,20,,7028754.2008.7.16,46,16,26.1,,0.7,BEAUCEVILLE,,1.4,,,M,,95,2008,,7,32,,7028754,
-70.785,46.205,QC,18.8,,,0,,2008-07-17 00:00:00,12.2,,M,,0,,7028754.2008.7.17,33,17,25.4,,0.8,BEAUCEVILLE,,0.2,,,M,,98,2008,,7,0,,7028754,
-70.785,46.205,QC,17.7,,,0.3,,2008-07-18 00:00:00,14.9,,M,,0,,7028754.2008.7.18,85,18,20.5,,0,BEAUCEVILLE,,13.4,,,M,,98,2008,,7,0,,7028754,
-70.785,46.205,QC,19.8,,,0,,2008-07-19 00:00:00,14.5,,M,,33,,7028754.2008.7.19,61,19,25.1,,1.8,BEAUCEVILLE,,8.4,,,M,,97,2008,,7,33,,7028754,
-70.785,46.205,QC,18.1,,,0,,2008-07-20 00:00:00,13.6,,M,,0,,7028754.2008.7.20,74,20,22.5,,0.1,BEAUCEVILLE,,0.2,,,M,,99,2008,,7,0,,7028754,
-70.785,46.205,QC,20,,,0,,2008-07-21 00:00:00,14.9,,M,,0,,7028754.2008.7.21,62,21,25,,2,BEAUCEVILLE,,12.4,,,M,,99,2008,,7,0,,7028754,
-70.785,46.205,QC,19.6,,,0,,2008-07-22 00:00:00,14.3,,M,,0,,7028754.2008.7.22,62,22,24.9,,1.6,BEAUCEVILLE,,4.6,,,M,,99,2008,,7,0,,7028754,
-70.785,46.205,QC,19.8,,,0,,2008-07-23 00:00:00,16.6,,M,,10,,7028754.2008.7.23,76,23,22.9,,1.8,BEAUCEVILLE,,9,,,M,,97,2008,,7,39,,7028754,
-70.785,46.205,QC,21.2,,,0,,2008-07-24 00:00:00,16.7,,M,,13,,7028754.2008.7.24,71,24,25.7,,3.2,BEAUCEVILLE,,6.2,,,M,,96,2008,,7,35,,7028754,
-70.785,46.205,QC,19.9,,,0,,2008-07-25 00:00:00,14,,M,,0,,7028754.2008.7.25,50,25,25.7,,1.9,BEAUCEVILLE,,0.4,,,M,,96,2008,,7,0,,7028754,
-70.785,46.205,QC,19.8,,,0,,2008-07-26 00:00:00,11.9,,M,,21,,7028754.2008.7.26,44,26,27.6,,1.8,BEAUCEVILLE,,3.4,,,M,,97,2008,,7,46,,7028754,
-70.785,46.205,QC,19.6,,,0,,2008-07-27 00:00:00,14.1,,M,,0,,7028754.2008.7.27,52,27,25,,1.6,BEAUCEVILLE,,7.6,,,M,,97,2008,,7,0,,7028754,
-70.785,46.205,QC,18.6,,,0,,2008-07-28 00:00:00,13.8,,M,,0,,7028754.2008.7.28,62,28,23.3,,0.6,BEAUCEVILLE,,3.2,,,M,,97,2008,,7,0,,7028754,
-70.785,46.205,QC,18.8,,,0,,2008-07-29 00:00:00,14.6,,M,,31,,7028754.2008.7.29,56,29,22.9,,0.8,BEAUCEVILLE,,4.2,,,M,,97,2008,,7,32,,7028754,
-70.785,46.205,QC,18.2,,,0,,2008-07-30 00:00:00,13.2,,M,,0,,7028754.2008.7.30,57,30,23.2,,0.2,BEAUCEVILLE,,0,,,M,,96,2008,,7,0,,7028754,
-70.785,46.205,QC,19,,,0,,2008-07-31 00:00:00,15.8,,M,,0,,7028754.2008.7.31,78,31,22.1,,1,BEAUCEVILLE,,5.8,,,M,,97,2008,,7,0,,7028754,
-70.785,46.205,QC,20.6,,,0,,2008-08-01 00:00:00,16.5,,M,,0,,7028754.2008.8.1,67,1,24.7,,2.6,BEAUCEVILLE,,20.6,,,M,,97,2008,,8,0,,7028754,
-70.785,46.205,QC,20.5,,,0,,2008-08-02 00:00:00,15.8,,M,,20,,7028754.2008.8.2,65,2,25.2,,2.5,BEAUCEVILLE,,51.6,,,M,,99,2008,,8,32,,7028754,
-70.785,46.205,QC,19.2,,,0,,2008-08-03 00:00:00,15.3,,M,,0,,7028754.2008.8.3,75,3,23.1,,1.2,BEAUCEVILLE,,32.4,,,M,,97,2008,,8,0,,7028754,
-70.785,46.205,QC,17.6,,,0.4,,2008-08-04 00:00:00,14,,M,,0,,7028754.2008.8.4,80,4,21.2,,0,BEAUCEVILLE,,1.2,,,M,,97,2008,,8,0,,7028754,
-70.785,46.205,QC,16.3,,,1.7,,2008-08-05 00:00:00,12,,M,,0,,7028754.2008.8.5,62,5,20.5,,0,BEAUCEVILLE,,0,,,M,,97,2008,,8,0,,7028754,
-70.785,46.205,QC,15.1,,,2.9,,2008-08-06 00:00:00,12.1,,M,,0,,7028754.2008.8.6,78,6,18,,0,BEAUCEVILLE,,14.8,,,M,,98,2008,,8,0,,7028754,
-70.785,46.205,QC,14.1,,,3.9,,2008-08-07 00:00:00,12.5,,M,,0,,7028754.2008.8.7,93,7,15.7,,0,BEAUCEVILLE,,24.4,,,M,,98,2008,,8,0,,7028754,
-70.785,46.205,QC,15.2,,,2.8,,2008-08-08 00:00:00,13.6,,M,,0,,7028754.2008.8.8,87,8,16.7,,0,BEAUCEVILLE,,3.8,,,M,,97,2008,,8,0,,7028754,
-70.785,46.205,QC,16.8,,,1.2,,2008-08-09 00:00:00,12.7,,M,,0,,7028754.2008.8.9,80,9,20.8,,0,BEAUCEVILLE,,1,,,M,,99,2008,,8,0,,7028754,
-70.785,46.205,QC,18.3,,,0,,2008-08-10 00:00:00,12.1,,M,,0,,7028754.2008.8.10,46,10,24.5,,0.3,BEAUCEVILLE,,0.2,,,M,,99,2008,,8,0,,7028754,
-70.785,46.205,QC,17.6,,,0.4,,2008-08-11 00:00:00,12.8,,M,,7,,7028754.2008.8.11,66,11,22.4,,0,BEAUCEVILLE,,17,,,M,,98,2008,,8,32,,7028754,
-70.785,46.205,QC,16.7,,,1.3,,2008-08-12 00:00:00,12.8,,M,,0,,7028754.2008.8.12,76,12,20.6,,0,BEAUCEVILLE,,7.4,,,M,,98,2008,,8,0,,7028754,
-70.785,46.205,QC,16.7,,,1.3,,2008-08-13 00:00:00,11.6,,M,,0,,7028754.2008.8.13,66,13,21.8,,0,BEAUCEVILLE,,0.2,,,M,,99,2008,,8,0,,7028754,
-70.785,46.205,QC,16.8,,,1.2,,2008-08-14 00:00:00,10.6,,M,,0,,7028754.2008.8.14,53,14,22.9,,0,BEAUCEVILLE,,0,,,M,,97,2008,,8,0,,7028754,
-70.785,46.205,QC,16.6,,,1.4,,2008-08-15 00:00:00,9.7,,M,,0,,7028754.2008.8.15,56,15,23.5,,0,BEAUCEVILLE,,0,,,M,,99,2008,,8,0,,7028754,
-70.785,46.205,QC,17.8,,,0.2,,2008-08-16 00:00:00,11.4,,M,,0,,7028754.2008.8.16,47,16,24.2,,0,BEAUCEVILLE,,0,,,M,,99,2008,,8,0,,7028754,
-70.785,46.205,QC,15,,,3,,2008-08-17 00:00:00,9,,M,,33,,7028754.2008.8.17,49,17,20.9,,0,BEAUCEVILLE,,0.6,,,M,,96,2008,,8,35,,7028754,
-70.785,46.205,QC,17.4,,,0.6,,2008-08-18 00:00:00,8.7,,M,,18,,7028754.2008.8.18,55,18,26.1,,0,BEAUCEVILLE,,8.6,,,M,,97,2008,,8,35,,7028754,
-70.785,46.205,QC,12.9,,,5.1,,2008-08-19 00:00:00,9.3,,M,,29,,7028754.2008.8.19,61,19,16.4,,0,BEAUCEVILLE,,0,,,M,,90,2008,,8,33,,7028754,
-70.785,46.205,QC,13.5,,,4.5,,2008-08-20 00:00:00,8,,M,,31,,7028754.2008.8.20,46,20,19,,0,BEAUCEVILLE,,0,,,M,,88,2008,,8,32,,7028754,
-70.785,46.205,QC,17.1,,,0.9,,2008-08-21 00:00:00,9.4,,M,,0,,7028754.2008.8.21,43,21,24.8,,0,BEAUCEVILLE,,0,,,M,,95,2008,,8,0,,7028754,
-70.785,46.205,QC,19.3,,,0,,2008-08-22 00:00:00,10.7,,M,,0,,7028754.2008.8.22,44,22,27.8,,1.3,BEAUCEVILLE,,0,,,M,,97,2008,,8,0,,7028754,
-70.785,46.205,QC,20.2,,,0,,2008-08-23 00:00:00,12,,M,,0,,7028754.2008.8.23,48,23,28.3,,2.2,BEAUCEVILLE,,0,,,M,,97,2008,,8,0,,7028754,
-70.785,46.205,QC,20.9,,,0,,2008-08-24 00:00:00,14.2,,M,,0,,7028754.2008.8.24,53,24,27.5,,2.9,BEAUCEVILLE,,10.6,,,M,,96,2008,,8,0,,7028754,
-70.785,46.205,QC,14.7,,,3.3,,2008-08-25 00:00:00,9.5,,M,,30,,7028754.2008.8.25,63,25,19.9,,0,BEAUCEVILLE,,1.6,,,M,,97,2008,,8,32,,7028754,
-70.785,46.205,QC,13.3,,,4.7,,2008-08-26 00:00:00,7.7,,M,,33,,7028754.2008.8.26,49,26,18.8,,0,BEAUCEVILLE,,0.2,,,M,,95,2008,,8,32,,7028754,
-70.785,46.205,QC,15.2,,,2.8,,2008-08-27 00:00:00,6.2,,M,,0,,7028754.2008.8.27,44,27,24.2,,0,BEAUCEVILLE,,0,,,M,,99,2008,,8,0,,7028754,
-70.785,46.205,QC,17,,,1,,2008-08-28 00:00:00,8.1,,M,,0,,7028754.2008.8.28,47,28,25.9,,0,BEAUCEVILLE,,0,,,M,,99,2008,,8,0,,7028754,
-70.785,46.205,QC,17.1,,,0.9,,2008-08-29 00:00:00,9.5,,M,,0,,7028754.2008.8.29,50,29,24.6,,0,BEAUCEVILLE,,0,,,M,,96,2008,,8,0,,7028754,
-70.785,46.205,QC,17.9,,,0.1,,2008-08-30 00:00:00,12.5,,M,,0,,7028754.2008.8.30,64,30,23.3,,0,BEAUCEVILLE,,0.6,,,M,,95,2008,,8,0,,7028754,
-70.785,46.205,QC,16.1,,,1.9,,2008-08-31 00:00:00,10.4,,M,,32,,7028754.2008.8.31,50,31,21.8,,0,BEAUCEVILLE,,0.2,,,M,,97,2008,,8,33,,7028754,
-70.785,46.205,QC,15.6,,,2.4,,2008-09-01 00:00:00,7.6,,M,,0,,7028754.2008.9.1,45,1,23.6,,0,BEAUCEVILLE,,0,,,M,,96,2008,,9,0,,7028754,
-70.785,46.205,QC,17.2,,,0.8,,2008-09-02 00:00:00,9.2,,M,,0,,7028754.2008.9.2,47,2,25.2,,0,BEAUCEVILLE,,0,,,M,,98,2008,,9,0,,7028754,
-70.785,46.205,QC,18.1,,,0,,2008-09-03 00:00:00,10,,M,,0,,7028754.2008.9.3,40,3,26.1,,0.1,BEAUCEVILLE,,0,,,M,,99,2008,,9,0,,7028754,
-70.785,46.205,QC,17.1,,,0.9,,2008-09-04 00:00:00,11.3,,M,,0,,7028754.2008.9.4,60,4,22.9,,0,BEAUCEVILLE,,0,,,M,,95,2008,,9,0,,7028754,
-70.785,46.205,QC,18.8,,,0,,2008-09-05 00:00:00,8.8,,M,,0,,7028754.2008.9.5,46,5,28.8,,0.8,BEAUCEVILLE,,0,,,M,,90,2008,,9,0,,7028754,
-70.785,46.205,QC,21.4,,,0,,2008-09-06 00:00:00,18.1,,M,,0,,7028754.2008.9.6,67,6,24.7,,3.4,BEAUCEVILLE,,3.2,,,M,,96,2008,,9,0,,7028754,
-70.785,46.205,QC,15.1,,,2.9,,2008-09-07 00:00:00,11.9,,M,,0,,7028754.2008.9.7,80,7,18.2,,0,BEAUCEVILLE,,0.2,,,M,,97,2008,,9,0,,7028754,
-70.785,46.205,QC,15.7,,,2.3,,2008-09-08 00:00:00,10.7,,M,,0,,7028754.2008.9.8,56,8,20.7,,0,BEAUCEVILLE,,0.2,,,M,,94,2008,,9,0,,7028754,
-70.785,46.205,QC,12.5,,,5.5,,2008-09-09 00:00:00,8.4,,M,,0,,7028754.2008.9.9,89,9,16.5,,0,BEAUCEVILLE,,19.2,,,M,,98,2008,,9,0,,7028754,
-70.785,46.205,QC,8.3,,,9.7,,2008-09-10 00:00:00,2.8,,M,,31,,7028754.2008.9.10,52,10,13.8,,0,BEAUCEVILLE,,0.2,,,M,,99,2008,,9,32,,7028754,
-70.785,46.205,QC,9.5,,,8.5,,2008-09-11 00:00:00,1.3,,M,,0,,7028754.2008.9.11,41,11,17.7,,0,BEAUCEVILLE,,0.2,,,M,,100,2008,,9,0,,7028754,
-70.785,46.205,QC,9.3,,,8.7,,2008-09-12 00:00:00,4,,M,,0,,7028754.2008.9.12,84,12,14.5,,0,BEAUCEVILLE,,5,,,M,,99,2008,,9,0,,7028754,
-70.785,46.205,QC,15.4,,,2.6,,2008-09-13 00:00:00,11.9,,M,,0,,7028754.2008.9.13,72,13,18.9,,0,BEAUCEVILLE,,0,,,M,,99,2008,,9,0,,7028754,
-70.785,46.205,QC,16.6,,,1.4,,2008-09-14 00:00:00,11.9,,M,,0,,7028754.2008.9.14,90,14,21.2,,0,BEAUCEVILLE,,3.2,,,M,,98,2008,,9,0,,7028754,
